////////// EXTRASUNNY
//Amb0            Amb1            Dir            Sky top        Sky bot        SunCore        SunCorona     SunSz  SprBght FarClp   FogSt   LowCloudsRGB  BottomCloudRGB  WaterRGBA      Exposure BPThreshold MidGreyValue IntensityBloom ColourCorrectRGB ColourAddRGB Desaturation Contrast Gamma DesaturationFar ContrastFar GammaFar DepthFxNear DepthFxFar LumMin LumMax LumDelay CloudAlpha DirLightMult AmbLightMult0 AmbLightMult1 SkyLightMult SunMult Temperature   Far DOF   Near DOF   Near Blur DOF   Mid Blur DOF   Far Blur DOF    Water Reflection    Particle HDR    Sprite Size		Global sun multiplier ambient occlusion scaler
//Midnight
 214 214 214 49 51 72 2 9 11 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2500 99 35 9 10 26 30 36 0 0 0 150 0.1 0 0.6 6 128 128 128 0 0 0 0.8 1 0.9 0.9 1 0.9 100 0 19 256 0 0 0.5 4 3.95 2 0 1 1 0.12 0.12 0.22 1 0.5 1 1 0 0 0.193 0.19 0.243 1 11.205 0.101 1 0 0.315 0.319 0.326 0.368 0.64 1.07 0.132 0.68 0.757 8 0.667 1.7 1 0.088 1.513 0.124 0.89 1.265 0.259 0.259 0.259 0.14 0.239 0.196 0.196 0.164 8 0.359 0.174 0.256 0 0 0 0 4 0.98 1 0 0 0 0 1 0.1 1 3.15 0.785 1 1 1 1.3 2 1 0
//5AM
 192 192 192 255 209 187 255 255 255 74 61 26 47 62 61 255 255 255 255 255 255 1 1 3000 99 192 192 192 82 82 82 0 0 0 240 0.22 0 0.6 6 128 139 159 0 0 0 0.8 1 0.6 0.9 1 1 80 60 1.45 254 0.1 77 1 4 4 2.5 1 5 0.9 0.1 0.1 0.15 0.3 0.465 0.4 1 0.8 0.4 0.482 0.429 0.127 1 3 0.3 1 0 0.282 0.229 0.127 0.55 0.35 0.02 0.2 1 1 7 0.308 0.2 1 1 1 0.12 1.2 1.27 0.89 0.89 0.89 0 0.52 0.47 0.327 1.7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1.047 1 1.3 1 1.3 2 1 0
//6AM
 83 83 83 154 180 218 220 141 99 0 0 0 24 62 139 255 255 255 255 255 255 1 1 3500 192.81 119 120 120 105 105 105 4 13 0 239 0.15 0.22 0.7 0 78 100 105 0 0 0 0.8 1 0.74 0.9 1 0.95 16 128 1.46 256 0.18 77 11 8 8 5 4 0 0.3 1.1 1.45 1.8 1.25 0.906 1 1 0.9 0.698 0.4 0.4 0.4 1 3 0.143 1 0 0.3 0.3 0.3 0.4 0.743 0 0.132 0.68 0 4.5 0.667 0.688 1 8 8 0.696 0.993 0 0.361 0.361 0.361 0.102 0.6 0.75 0.9 0 6 0 0.685 0 24 25 26 0 0 0.98 1 0 0.086 25 0 0 0.075 1 1.825 1.178 1 1 1 0.675 2 1 1
//7AM
 103 103 103 240 237 209 254 181 137 0 0 15 24 62 139 255 255 255 255 255 255 1 1 3000 192.81 117 117 117 105 105 105 16 18 27 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.85 0.7 1 1.18 15.94 127.65 1.47 255.43 0.1 255 11 8 5 9 4.5 9 0.5 0.59 0.86 1.102 0.75 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 0 5 0.548 0.51 1 8 8 0.124 0.89 0 0.89 0.89 0.89 0.14 0.42 0.5 0.55 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.785 1 1 1 0.725 2 1 1
//9AM
 188 202 248 240 237 209 255 210 174 0 0 15 24 62 139 255 255 255 255 255 255 1 1 3000 192.81 117 117 117 105 105 105 20 22 33 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.85 0.7 1 1.18 15.94 127.65 1.47 255.43 0.1 255 11 8 5 9 4.5 9 0.5 0.59 0.86 1.202 0.75 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 0 5 0.548 0.51 1 8 8 0.124 0.89 0 0.89 0.89 0.89 0.14 0.6 0.6 0.55 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.785 1 1 1 0.725 2 1 1
//Midday
 216 223 252 255 251 193 255 228 202 0 0 15 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 6 7 11 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.85 1 1 1 15.94 127.65 1.47 255.43 0.1 255 8.5 7.5 7 9 4.5 9 0.6 0.59 0.96 1.372 0.95 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 0 5 0.548 0.51 1 8 8 0.124 0.89 0 0.89 0.89 0.89 0.14 0.85 0.77 0.65 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.785 1 1.2 1 0.725 2 1 1
//6PM
 154 154 154 240 237 209 255 228 202 0 0 15 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 6 7 11 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.84 0.7 1 1 15.94 127.65 1.47 255.43 0.1 255 13 10 5 9 4.5 9 0.6 0.59 0.96 1.409 0.95 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 0 5 0.548 0.51 1 8 8 0.124 0.89 0 0.89 0.89 0.89 0.14 0.6 0.6 0.55 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.785 1 1 1 0.725 2 1 1
//7PM
 103 103 103 211 216 194 255 210 174 0 0 0 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 119 120 120 105 105 105 0 10 17 239 0.11 0.22 0.7 0 138 124 98 0 0 0 1.3 1 0.88 0.7 1 0.84 16 128 1.46 256 0.18 77 10 8 4.25 7 5 0 0.5 0.54 0.96 1.39 0.99 0.906 1 1 0.9 0.698 0.8 0.7 1 1 6.675 0.282 1 0 1 1 1 0.2 0.743 0 0.132 0.68 0 5 0.667 0.688 1 8 8 0.696 0.993 0 0.361 0.361 0.361 0.102 0.5 0.55 0.6 0 6 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0 1 1 1.309 1 1 1 0.7 2 1 1
//8PM
 103 103 103 211 216 194 251 155 60 0 0 0 123 122 108 255 255 255 255 255 255 1 1 2000 192.81 119 120 120 105 105 105 0 0 0 239 0.19 0.22 0.7 6 98 108 110 0 0 0 1.3 1 0.84 0.7 1 0.84 128 255 1.46 256 0.18 77 9 7 3 4.25 13 0 0.5 0.547 0.912 1.31 0.99 0.906 1 1 0.9 0.698 1 1 1 1 5.94 0.282 1 0 1 1 1 0.2 0.743 0 0.132 0.68 0 5 0.667 0.688 1 8 8 0.696 0.993 0 0.361 0.361 0.361 0.102 0.6 0.75 0.81 0 6 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0 1 2.35 1.243 1 1 0.925 1 2 1 1
//9PM
 51 51 51 253 201 157 255 221 215 102 84 36 60 79 78 255 255 255 255 255 255 1 1 2500 250 119 120 120 33 69 177 16 25 44 239 0.21 0.2 0.7 6 122 110 94 0 0 0 0.8 1 0.78 0.9 1 1 90 0 2.56 256 0.17 77 2 2.25 3.5 3 6 13 0.7 0.64 0.939 1.278 0.971 0.486 0 1 0.894 0.698 0.535 0.54 0.461 1 1.86 0.204 1 0 0.486 0.499 0.509 0.2 0.7 0.252 0.132 0.68 0 8 0.6 1.7 1 8 8 1 0.089 0 0.8 0.8 0.8 1 0.5 0.4 0.3 1.7 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1.05 1.243 1 1 1 1 2 1 0
//10PM
 46 46 46 255 209 187 64 83 102 0 0 0 0 0 0 255 255 255 255 255 255 1 1 2500 250 128 128 128 150 174 226 0 0 0 240 0.3 0.2 0.7 6 129 138 152 0 0 0 0.8 1 0.77 0.9 1 1 90 0 3 256 0 77 2 4 4 3 13 5 1 0.5 0.6 0.8 1 0.4 0 1 0.8 0 0.229 0.229 0.08 1 2 0.2 0.4 0 0.286 0.18 0.232 0.45 0.85 0.15 0.2 1 1 8 1 1 1 0 0 1 0.095 1.27 0.89 0.89 0.89 1 0.68 0.64 0.53 1.7 3 0.2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 1.047 1 0.7 1 1.3 2 1 0

////////// SUNNY
//Amb0            Amb1            Dir            Sky top        Sky bot        SunCore        SunCorona     SunSz  SprBght FarClp   FogSt   LowCloudsRGB  BottomCloudRGB  WaterRGBA      Exposure BPThreshold MidGreyValue IntensityBloom ColourCorrectRGB ColourAddRGB Desaturation Contrast Gamma DesaturationFar ContrastFar GammaFar DepthFxNear DepthFxFar LumMin LumMax LumDelay CloudAlpha DirLightMult AmbLightMult0 AmbLightMult1 SkyLightMult SunMult Temperature   Far DOF   Near DOF   Near Blur DOF   Mid Blur DOF   Far Blur DOF    Water Reflection    Particle HDR    Sprite Size		Global sun multiplier ambient occlusion scaler
//Midnight
 137 156 233 137 156 233 2 9 11 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2500 99 35 9 10 26 30 36 0 0 0 150 0.1 0 0.6 6 128 128 128 0 0 0 0.8 1 0.9 0.9 1 0.9 100 0 19 256 0 0 0.5 4 3.95 2 0 1 1 0.22 0.22 0.22 1 0.5 1 0.8 0 0 0.193 0.19 0.243 1 11.205 0.101 1 0 0.315 0.319 0.326 0.368 0.64 1.07 0.132 0.68 0.757 8 0.667 1.7 1 0.088 1.513 0.124 0.89 1.265 0.259 0.259 0.259 0.14 0.239 0.196 0.196 0.164 8 0.359 0.174 0.256 0 0 0 0 4 0.98 1 0 0 0 0 1 0.1 1 3.15 1 1 1 1 1.3 2 1 0
//5AM
 192 192 192 255 209 187 255 255 255 74 61 26 47 62 61 255 255 255 255 255 255 1 1 3000 99 192 192 192 82 82 82 0 0 0 240 0.22 0 0.6 6 128 139 159 0 0 0 0.8 1 0.6 0.9 1 1 80 60 1.45 254 0.1 77 1 4 4 2.5 1 5 0.9 0.1 0.1 0.15 0.3 0.465 0.4 1 0.8 0.4 0.482 0.429 0.127 1 3 0.3 1 0 0.282 0.229 0.127 0.55 0.35 0.02 0.2 1 1 7 0.308 0.2 1 1 1 0.12 1.2 1.27 0.89 0.89 0.89 0 0.52 0.47 0.427 1.7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.8 1 1.3 1 1.3 2 1 0
//6AM
 83 83 83 154 180 218 220 141 99 0 0 0 99 80 65 255 255 255 255 255 255 1 1 2000 192.81 119 120 120 105 105 105 9 10 15 239 0.15 0.22 0.7 0 78 100 105 0 0 0 0.8 1 0.74 0.9 1 0.95 16 128 1.46 256 0.18 77 9 5 8 9 4 0 0.5 0.59 0.76 1.1 0.75 0.906 1 1 0.9 0.698 0.4 0.4 0.4 1 3 0.143 1 0 0.3 0.3 0.3 0.4 0.743 0 0.132 0.68 0.488 4.5 0.667 0.688 1 0.3 0.3 1.696 0.993 1.265 0.361 0.361 0.361 0.102 0.55 0.47 0.2 0 6 0 0.685 0 24 25 26 0 0 0.98 1 0 0.086 25 0 0 0.075 1 1.825 0.9 1 1 1 0.675 2 1 1
//7AM
 193 193 193 240 237 209 254 181 137 0 0 15 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 9 10 15 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.85 0.7 1 1.18 15.94 127.65 1.47 255.43 0.1 255 11 8 5 6 4.5 9 0.4 1.59 2 2.402 0.85 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 1 5 0.548 0.51 1 0.3 0.3 2.124 0.89 1.265 0.89 0.89 0.89 0.14 0.62 0.4 0.35 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.6 1 1 1 0.725 2 1 1
//9AM
